Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch
perl-ColorThemes-Standard,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,0.003,2.azl3,1,1,perl-ColorThemes-Standard-0.003-9.fc41.src.rpm,Default Initialized,Default Initialized,0.003,9.fc41,EXISTS_IN_EXT,0.003,N,0,Kevin,NA,NA,NA,NA,NA
perl-Compress-LZF,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Failed,3.8,21.azl3,1,1,perl-Compress-LZF-3.8-32.fc41.src.rpm,Default Initialized,Default Initialized,3.8,32.fc41,EXISTS_IN_EXT,3.8,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Compress-Raw-Lzma,NA,New P0,Sumit,12750,https://github.com/microsoft/azurelinux/pull/12750,OPEN,2025-03-04T07:07:25Z,Y,Y,Built,2.101,4.azl3,1,1,perl-Compress-Raw-Lzma-2.212-5.fc41.src.rpm,Default Initialized,Default Initialized,2.212,5.fc41,EXISTS_IN_EXT,2.101,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Compress-Raw-Lzma
perl-Config-AutoConf,NA,New P0,Sumit,12749,https://github.com/microsoft/azurelinux/pull/12749,OPEN,2025-03-04T07:04:57Z,Y,Y,Built,0.318,3.azl3,1,1,perl-Config-AutoConf-0.320-11.fc41.src.rpm,Default Initialized,Default Initialized,0.320,11.fc41,EXISTS_IN_EXT,0.318,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Config-AutoConf
perl-Config-INI,NA,New P0,Sumit,12748,https://github.com/microsoft/azurelinux/pull/12748,OPEN,2025-03-04T07:02:54Z,Y,Y,Built,0.025,16.azl3,1,1,perl-Config-INI-0.029-6.fc41.src.rpm,Default Initialized,Default Initialized,0.029,6.fc41,EXISTS_IN_EXT,0.025,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Config-INI
perl-Config-INI-Reader-Multiline,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.001,9.azl3,1,1,perl-Config-INI-Reader-Multiline-1.001-21.fc41.,Default Initialized,Default Initialized,1.001,21.fc41.,EXISTS_IN_EXT,1.001,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Config-IniFiles,NA,P0,Jyoti,11544,https://github.com/microsoft/azurelinux/pull/11544,MERGED,2024-12-19T13:56:46Z,Y,Y,Built,3.000002,6.azl3,1,1,perl-Config-IniFiles-3.000003-14.fc41.src.rpm,Default Initialized,Default Initialized,3.000003,14.fc41,EXISTS_IN_EXT,3.000002,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11544,Suresh,In Review,https://github.com/jykanase/azurelinux.git,topic_perl-Config-IniFiles
perl-Config-Simple,NA,NA,NA,NA,NA,NA,NA,N,N,Built,4.59,34.azl3,1,1,perl-Config-Simple-4.59-46.fc41.src.rpm,Default Initialized,Default Initialized,4.59,46.fc41,EXISTS_IN_EXT,4.59,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Config-Tiny,NA,New P0,Sumit,12755,https://github.com/microsoft/azurelinux/pull/12755,OPEN,2025-03-04T07:19:19Z,Y,Y,Built,2.24,4.azl3,1,1,perl-Config-Tiny-2.30-4.fc41.src.rpm,Default Initialized,Default Initialized,2.30,4.fc41,EXISTS_IN_EXT,2.24,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Config-Tiny
perl-Const-Fast,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,0.014,21.azl3,1,1,perl-Const-Fast-0.014-33.fc41.src.rpm,Default Initialized,Default Initialized,0.014,33.fc41,EXISTS_IN_EXT,0.014,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Convert-ASN1,NA,P0,Jyoti,11543,https://github.com/microsoft/azurelinux/pull/11543,MERGED,2024-12-19T13:33:36Z,Y,Y,Built,0.27,21.azl3,1,1,perl-Convert-ASN1-0.34-4.fc41.src.rpm,Default Initialized,Default Initialized,0.34,4.fc41,EXISTS_IN_EXT,0.27,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11543,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Convert-ASN1
perl-Convert-Bencode,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.03,33.azl3,1,1,perl-Convert-Bencode-1.03-40.fc41.src.rpm,Default Initialized,Default Initialized,1.03,40.fc41,EXISTS_IN_EXT,1.03,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Coro,NA,NA,NA,NA,NA,NA,NA,N,N,Built,6.570,5.azl3,1,1,perl-Coro-6.570-19.fc41.src.rpm,Default Initialized,Default Initialized,6.570,19.fc41,EXISTS_IN_EXT,6.570,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Coro-Multicore,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Failed,1.07,3.azl3,1,1,perl-Coro-Multicore-1.07-13.fc41.src.rpm,Default Initialized,Default Initialized,1.07,13.fc41,EXISTS_IN_EXT,1.07,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Cpanel-JSON-XS,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Failed,4.27,2.azl3,1,1,perl-Cpanel-JSON-XS-4.38-4.fc41.src.rpm,Default Initialized,Default Initialized,4.38,4.fc41,EXISTS_IN_EXT,4.27,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Crypt-CBC,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Built,2.33,27.azl3,1,1,perl-Crypt-CBC-3.04-16.fc41.src.rpm,Default Initialized,Default Initialized,3.04,16.fc41,EXISTS_IN_EXT,2.33,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Crypt-DES,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,2.07,21.azl3,1,1,perl-Crypt-DES-2.07-39.fc41.src.rpm,Default Initialized,Default Initialized,2.07,39.fc41,EXISTS_IN_EXT,2.07,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Crypt-IDEA,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.10,18.azl3,1,1,perl-Crypt-IDEA-1.10-33.fc41.src.rpm,Default Initialized,Default Initialized,1.10,33.fc41,EXISTS_IN_EXT,1.10,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Crypt-OpenSSL-Bignum,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.09,10.azl3,1,1,perl-Crypt-OpenSSL-Bignum-0.09-28.fc41.src.rpm,Default Initialized,Default Initialized,0.09,28.fc41,EXISTS_IN_EXT,0.09,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Crypt-OpenSSL-Guess,NA,P0,Jyoti,11542,https://github.com/microsoft/azurelinux/pull/11542,MERGED,2024-12-19T13:05:50Z,Y,Y,Built,0.11,8.azl3,1,1,perl-Crypt-OpenSSL-Guess-0.15-8.fc41.src.rpm,Default Initialized,Default Initialized,0.15,8.fc41,EXISTS_IN_EXT,0.11,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11542,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Crypt-OpenSSL-Guess
perl-Crypt-OpenSSL-RSA,NA,P1,Sumit,11688,https://github.com/microsoft/azurelinux/pull/11688,OPEN,2024-12-23T18:57:11Z,Y,Y,Failed,0.31,6.azl3,1,1,perl-Crypt-OpenSSL-RSA-0.33-7.fc41.src.rpm,Default Initialized,Default Initialized,0.33,7.fc41,EXISTS_IN_EXT,0.31,Y,1,Sumit,NA,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Crypt-OpenSSL-RSA
perl-Crypt-OpenSSL-Random,NA,P0,Jyoti,11541,https://github.com/microsoft/azurelinux/pull/11541,OPEN,2024-12-19T12:30:27Z,Y,Y,Built,0.15,8.azl3,1,1,perl-Crypt-OpenSSL-Random-0.17-2.fc41.src.rpm,Default Initialized,Default Initialized,0.17,2.fc41,EXISTS_IN_EXT,0.15,Y,1,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Crypt-OpenSSL-Random
perl-Crypt-PasswdMD5,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Built,1.4.0,19.azl3,1,1,perl-Crypt-PasswdMD5-1.4.2-8.fc41.src.rpm,Default Initialized,Default Initialized,1.4.2,8.fc41,EXISTS_IN_EXT,Not Found,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-DBD-MySQL,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Built,4.050,7.azl3,1,1,perl-DBD-MySQL-5.010-1.fc41.src.rpm,Default Initialized,Default Initialized,5.010,1.fc41,EXISTS_IN_EXT,4.050,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Data-Munge,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Built,0.097,11.azl3,1,1,perl-Data-Munge-0.111-2.fc41.src.rpm,Default Initialized,Default Initialized,0.111,2.fc41,EXISTS_IN_EXT,0.097,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Data-OptList,NA,P1,Sreenivasulu,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Data-OptList-0.114-5.fc41.src.rpm,Default Initialized,Default Initialized,0.114,5.fc41,MOVED_TO_CORE,Not Found,N,0,Sreenivasulu,NA,NA,NA,NA,NA
perl-Data-Peek,NA,P0,Jyoti,11539,https://github.com/microsoft/azurelinux/pull/11539,OPEN,2024-12-19T11:07:29Z,Y,Y,Built,0.49,2.azl3,1,1,perl-Data-Peek-0.52-8.fc41.src.rpm,Default Initialized,Default Initialized,0.52,8.fc41,EXISTS_IN_EXT,0.49,Y,1,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Data-Peek
perl-Data-Section,NA,New P0,Sumit,12759,https://github.com/microsoft/azurelinux/pull/12759,OPEN,2025-03-04T07:48:53Z,Y,Y,Built,0.200007,10.azl3,1,1,perl-Data-Section-0.200008-6.fc41.src.rpm,Default Initialized,Default Initialized,0.200008,6.fc41,EXISTS_IN_EXT,0.200007,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Data-Section
perl-Data-UUID,NA,P0,Jyoti,11536,https://github.com/microsoft/azurelinux/pull/11536,MERGED,2024-12-19T04:52:32Z,Y,Y,Built,1.224,5.azl3,1,1,perl-Data-UUID-1.227-3.fc41.src.rpm,Default Initialized,Default Initialized,1.227,3.fc41,EXISTS_IN_EXT,1.224,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11536,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Data-UUID
perl-Date-ISO8601,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.005,9.azl3,1,1,perl-Date-ISO8601-0.005-21.fc41.src.rpm,Default Initialized,Default Initialized,0.005,21.fc41,EXISTS_IN_EXT,0.005,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Date-Manip,NA,P0,Jyoti,11522,https://github.com/microsoft/azurelinux/pull/11522,OPEN,2024-12-18T16:04:48Z,Y,Y,Built,6.82,2.azl3,1,1,perl-Date-Manip-6.96-1.fc41.src.rpm,Default Initialized,Default Initialized,6.96,1.fc41,EXISTS_IN_EXT,6.82,Y,1,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Date-Manip
perl-DateTime,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,1.52,3.azl3,1,1,perl-DateTime-1.65-6.fc41.src.rpm,Default Initialized,Default Initialized,1.65,6.fc41,EXISTS_IN_EXT,1.52,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-Builder,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,0.8200,6.azl3,1,1,perl-DateTime-Format-Builder-0.8300-14.fc41.src,Default Initialized,Default Initialized,0.8300,14.fc41.src,EXISTS_IN_EXT,0.8200,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-DateParse,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,0.05,23.azl3,1,1,perl-DateTime-Format-DateParse-0.05-36.fc41.src,Default Initialized,Default Initialized,0.05,36.fc41.src,EXISTS_IN_EXT,0.05,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-HTTP,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,0.42,16.azl3,1,1,perl-DateTime-Format-HTTP-0.42-29.fc41.src.rpm,Default Initialized,Default Initialized,0.42,29.fc41,EXISTS_IN_EXT,0.42,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-IBeat,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,0.161,37.azl3,1,1,perl-DateTime-Format-IBeat-0.161-50.fc41.src.rp,Default Initialized,Default Initialized,0.161,50.fc41.src.rp,EXISTS_IN_EXT,0.161,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-ISO8601,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,0.08,24.azl3,1,1,perl-DateTime-Format-ISO8601-0.16-12.fc41.src.r,Default Initialized,Default Initialized,0.16,12.fc41.src.r,EXISTS_IN_EXT,0.08,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-Mail,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,0.403,13.azl3,1,1,perl-DateTime-Format-Mail-0.403-25.fc41.src.rpm,Default Initialized,Default Initialized,0.403,25.fc41,EXISTS_IN_EXT,0.403,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Format-Strptime,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,1.77,3.azl3,1,1,perl-DateTime-Format-Strptime-1.79-11.fc41.src.,Default Initialized,Default Initialized,1.79,11.fc41.src.,EXISTS_IN_EXT,1.77,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-Locale,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,1.25,4.azl3,1,1,perl-DateTime-Locale-1.44-1.fc41.src.rpm,Default Initialized,Default Initialized,1.44,1.fc41,EXISTS_IN_EXT,1.25,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-TimeZone,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,2.39,2.azl3,1,1,perl-DateTime-TimeZone-2.63-1.fc41.src.rpm,Default Initialized,Default Initialized,2.63,1.fc41,EXISTS_IN_EXT,2.39,N,0,Sumit,NA,NA,NA,NA,NA
perl-DateTime-TimeZone-SystemV,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.010,10.azl3,1,1,perl-DateTime-TimeZone-SystemV-0.010-22.fc41.sr,Default Initialized,Default Initialized,0.010,22.fc41.sr,EXISTS_IN_EXT,0.010,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-DateTime-TimeZone-Tzfile,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.011,10.azl3,1,1,perl-DateTime-TimeZone-Tzfile-0.011-22.fc41.src,Default Initialized,Default Initialized,0.011,22.fc41.src,EXISTS_IN_EXT,0.011,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Devel-CallChecker,NA,P0,Kevin,11498,https://github.com/microsoft/azurelinux/pull/11498,OPEN,2024-12-17T17:30:03Z,Y,Y,Built,0.008,10.azl3,1,1,perl-Devel-CallChecker-0.009-7.fc41.src.rpm,Default Initialized,Default Initialized,0.009,7.fc41,EXISTS_IN_EXT,0.008,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11498,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Devel-CallChecker-0.009-1
perl-Devel-Caller,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-Caller-2.07-7.fc41.src.rpm,Default Initialized,Default Initialized,2.07,7.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Devel-Cycle,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-Cycle-1.12-30.fc41.src.rpm,Default Initialized,Default Initialized,1.12,30.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Devel-EnforceEncapsulation,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.51,18.azl3,1,1,perl-Devel-EnforceEncapsulation-0.51-31.fc41.sr,Default Initialized,Default Initialized,0.51,31.fc41.sr,EXISTS_IN_EXT,0.51,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Devel-GlobalDestruction,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-GlobalDestruction-0.14-25.fc41.src.r,Default Initialized,Default Initialized,0.14,25.fc41.src.r,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Devel-GlobalDestruction-XS,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Devel-Hide,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-Hide-0.0015-9.fc41.src.rpm,Default Initialized,Default Initialized,0.0015,9.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Devel-Leak,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.03,43.azl3,1,1,perl-Devel-Leak-0.03-57.fc41.src.rpm,Default Initialized,Default Initialized,0.03,57.fc41,EXISTS_IN_EXT,0.03,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Devel-LexAlias,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Devel-LexAlias-0.05-38.fc41.src.rpm,Default Initialized,Default Initialized,0.05,38.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Devel-Size,NA,P0,Kevin,11500,https://github.com/microsoft/azurelinux/pull/11500,MERGED,2024-12-17T18:13:03Z,Y,Y,Built,0.83,6.azl3,1,1,perl-Devel-Size-0.84-3.fc41.src.rpm,Default Initialized,Default Initialized,0.84,3.fc41,EXISTS_IN_EXT,0.83,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11500,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Devel-Size-0.84-1
perl-Digest-BubbleBabble,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Failed,0.02,29.azl3,1,1,perl-Digest-BubbleBabble-0.02-40.fc41.src.rpm,Default Initialized,Default Initialized,0.02,40.fc41,EXISTS_IN_EXT,0.02,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Digest-CRC,NA,P0,Kevin,11501,https://github.com/microsoft/azurelinux/pull/11501,OPEN,2024-12-17T18:28:47Z,Y,Y,Built,0.22.2,12.azl3,1,1,perl-Digest-CRC-0.24-9.fc41.src.rpm,Default Initialized,Default Initialized,0.24,9.fc41,EXISTS_IN_EXT,0.22.2,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11501,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Digest-CRC-0.24-1
perl-Dist-CheckConflicts,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.11,18.azl3,1,1,perl-Dist-CheckConflicts-0.11-31.fc41.src.rpm,Default Initialized,Default Initialized,0.11,31.fc41,EXISTS_IN_EXT,0.11,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-DynaLoader-Functions,NA,P0,Kevin,11509,https://github.com/microsoft/azurelinux/pull/11509,OPEN,2024-12-18T00:03:20Z,Y,Y,Built,0.003,9.azl3,1,1,perl-DynaLoader-Functions-0.004-5.fc41.src.rpm,Default Initialized,Default Initialized,0.004,5.fc41,EXISTS_IN_EXT,0.003,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11509,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-DynaLoader-Functions-0.004-1
perl-EV,NA,New P0,Sumit,12758,https://github.com/microsoft/azurelinux/pull/12758,OPEN,2025-03-04T07:30:53Z,Y,Y,Built,4.33,8.azl3,1,1,perl-EV-4.34-5.fc41.src.rpm,Default Initialized,Default Initialized,4.34,5.fc41,EXISTS_IN_EXT,4.33,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-EV
perl-Email-Address,NA,P0,Kevin,11532,https://github.com/microsoft/azurelinux/pull/11532,OPEN,2024-12-18T23:34:59Z,Y,Y,Built,1.912,7.azl3,1,1,perl-Email-Address-1.913-6.fc41.src.rpm,Default Initialized,Default Initialized,1.913,6.fc41,EXISTS_IN_EXT,1.912,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11532,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Email-Address-1.913-1
perl-Email-Date-Format,NA,P0,Kevin,11533,https://github.com/microsoft/azurelinux/pull/11533,OPEN,2024-12-19T00:09:58Z,Y,Y,Built,1.005,16.azl3,1,1,perl-Email-Date-Format-1.008-5.fc41.src.rpm,Default Initialized,Default Initialized,1.008,5.fc41,EXISTS_IN_EXT,1.005,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11533,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Email-Date-Format-1.008-1
perl-Encode-Detect,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.01,33.azl3,1,1,perl-Encode-Detect-1.01-48.fc41.src.rpm,Default Initialized,Default Initialized,1.01,48.fc41,EXISTS_IN_EXT,1.01,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Encode-EUCJPASCII,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.03,30.azl3,1,1,perl-Encode-EUCJPASCII-0.03-45.fc41.src.rpm,Default Initialized,Default Initialized,0.03,45.fc41,EXISTS_IN_EXT,0.03,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Encode-IMAPUTF7,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.05,18.azl3,1,1,perl-Encode-IMAPUTF7-1.05-26.fc41.src.rpm,Default Initialized,Default Initialized,1.05,26.fc41,EXISTS_IN_EXT,1.05,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Env-ShellWords,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Built,0.02,9.azl3,1,1,perl-Env-ShellWords-0.02-21.fc41.src.rpm,Default Initialized,Default Initialized,0.02,21.fc41,EXISTS_IN_EXT,0.02,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-Error,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.17029,4.azl3,1,1,perl-Error-0.17029-16.fc41.src.rpm,Default Initialized,Default Initialized,0.17029,16.fc41,EXISTS_IN_EXT,0.17029,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Eval-Closure,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.14,12.azl3,1,1,perl-Eval-Closure-0.14-24.fc41.src.rpm,Default Initialized,Default Initialized,0.14,24.fc41,EXISTS_IN_EXT,0.14,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Event,NA,P0,Kevin,11534,https://github.com/microsoft/azurelinux/pull/11534,OPEN,2024-12-19T00:44:07Z,Y,Y,Built,1.27,6.azl3,1,1,perl-Event-1.28-13.fc41.src.rpm,Default Initialized,Default Initialized,1.28,13.fc41,EXISTS_IN_EXT,1.27,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11534,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Event-1.28-1
perl-Exception-Class,NA,P0,Kevin,11579,https://github.com/microsoft/azurelinux/pull/11579,OPEN,2024-12-20T00:38:25Z,Y,Y,Built,1.44,9.azl3,1,1,perl-Exception-Class-1.45-11.fc41.src.rpm,Default Initialized,Default Initialized,1.45,11.fc41,EXISTS_IN_EXT,1.44,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11579,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Exception-Class-1.45-1
perl-ExtUtils-Config,NA,P0,Kevin,11582,https://github.com/microsoft/azurelinux/pull/11582,OPEN,2024-12-20T00:57:20Z,Y,Y,Built,0.008,19.azl3,1,1,perl-ExtUtils-Config-0.010-1.fc41.src.rpm,Default Initialized,Default Initialized,0.010,1.fc41,EXISTS_IN_EXT,0.008,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11582,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-ExtUtils-Config-0.010-1
perl-ExtUtils-Depends,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-ExtUtils-Depends-0.8001-11.fc41.src.rpm,Default Initialized,Default Initialized,0.8001,11.fc41,MOVED_TO_CORE,Not Found,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-ExtUtils-Helpers,NA,P0,Kevin,11624,https://github.com/microsoft/azurelinux/pull/11624,OPEN,2024-12-20T21:44:16Z,Y,Y,Built,0.026,14.azl3,1,1,perl-ExtUtils-Helpers-0.028-1.fc41.src.rpm,Default Initialized,Default Initialized,0.028,1.fc41,EXISTS_IN_EXT,0.026,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11624,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-ExtUtils-Helpers-0.028-1
perl-ExtUtils-InstallPaths,NA,P0,Kevin,11625,https://github.com/microsoft/azurelinux/pull/11625,OPEN,2024-12-20T22:45:15Z,Y,Y,Built,0.012,9.azl3,1,1,perl-ExtUtils-InstallPaths-0.014-1.fc41.src.rpm,Default Initialized,Default Initialized,0.014,1.fc41,EXISTS_IN_EXT,0.012,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11625,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-ExtUtils-InstallPaths-0.014-1
perl-ExtUtils-PkgConfig,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.16,12.azl3,1,1,perl-ExtUtils-PkgConfig-1.16-25.fc41.src.rpm,Default Initialized,Default Initialized,1.16,25.fc41,EXISTS_IN_EXT,1.16,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
